TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AccountTransactionCount,SpendRatio,Anomaly
202.11,Debit,ATM,27,Student,18,1,746.47,4,0.27075434684911187,0
308.42,Debit,Branch,75,Retired,39,1,5427.81,3,0.05682218048011596,0
11.18,Debit,ATM,53,Engineer,144,1,7467.3,6,0.0014971944323956524,0
294.15,Debit,Online,38,Engineer,136,1,6362.16,5,0.04623429771298695,0
29.58,Debit,Branch,54,Engineer,121,1,8345.26,6,0.0035445270686059785,0
139.45,Debit,Online,27,Student,31,1,1305.76,5,0.10679604133381293,0
432.63,Debit,ATM,29,Doctor,137,1,13648.36,3,0.03169831391339449,0
131.43,Debit,Online,43,Doctor,65,1,1337.5,6,0.09826541982605294,0
516.72,Debit,ATM,42,Engineer,128,1,2015.69,6,0.2563489412739611,0
121.82,Debit,Online,69,Doctor,123,3,8354.54,8,0.014581293506786375,0
374.5,Credit,Branch,26,Student,178,1,1671.51,7,0.22404891251593523,0
166.13,Debit,ATM,68,Doctor,227,1,11822.53,7,0.014051983785152598,0
626.9,Debit,ATM,23,Student,146,1,587.11,6,1.0677726308907594,0
466.85,Debit,Branch,56,Retired,165,1,5422.53,7,0.086094498165811,0
788.84,Debit,Online,58,Retired,231,1,1913.73,4,0.4122002559807274,0
873.65,Credit,Online,37,Doctor,59,1,12139.83,10,0.07196558759721876,1
525.28,Debit,ATM,69,Retired,134,1,4693.6,7,0.11191409555157214,0
110.17,Debit,ATM,30,Engineer,137,1,464.2,8,0.23733304098808616,0
632.69,Debit,ATM,80,Retired,76,1,4363.74,8,0.14498801453572394,0
124.35,Debit,ATM,72,Retired,90,1,3319.76,8,0.03745752693731617,0
43.85,Debit,ATM,62,Retired,122,1,4356.98,9,0.010064310577362508,0
283.81,Debit,Branch,28,Student,29,1,1519.35,6,0.18679698432357927,0
168.53,Debit,ATM,71,Retired,112,1,5962.58,3,0.028264610238747975,0
218.59,Credit,Branch,40,Engineer,123,1,6699.23,9,0.03262912299976397,0
132.84,Debit,ATM,21,Student,143,1,822.73,9,0.16146244622825903,0
157.37,Credit,Branch,42,Doctor,289,1,13964.31,7,0.011269443308498994,0
144.77,Debit,Online,20,Student,159,1,867.32,6,0.16691647642258364,0
643.22,Debit,ATM,64,Doctor,93,1,1035.86,9,0.6209526323928656,0
1392.54,Debit,Branch,41,Doctor,297,1,13347.69,6,0.10432816457055252,0
208.07,Debit,Online,32,Doctor,36,1,8478.9,9,0.024539739795799292,0
94.3,Debit,Branch,57,Doctor,57,1,11088.95,5,0.00850396114284584,0
295.5,Debit,ATM,59,Retired,36,1,6280.66,5,0.04704919539180724,0
30.23,Debit,ATM,44,Doctor,99,1,481.13,4,0.06283125012301768,0
112.05,Credit,ATM,26,Student,159,1,1122.88,9,0.09978804413839372,0
180.24,Debit,Branch,58,Engineer,144,1,8431.23,8,0.021377663731890054,0
13.71,Credit,Online,38,Engineer,148,1,8342.79,5,0.0016433351413096397,0
96.54,Debit,Branch,58,Retired,95,1,7182.22,5,0.01344152641740085,0
79.35,Debit,Online,67,Retired,70,1,1692.15,9,0.04689300566206893,0
101.04,Debit,ATM,27,Student,160,1,1695.57,11,0.05959057980743598,0
74.42,Debit,Online,49,Engineer,68,1,6264.21,9,0.011880189182865535,0
39.66,Debit,Branch,52,Engineer,169,1,8497.34,2,0.004667342951244338,0
99.36,Debit,ATM,40,Doctor,46,1,1272.12,9,0.078105838457804,0
123.85,Debit,Online,56,Engineer,244,1,3959.62,4,0.031278253894873105,0
426.93,Debit,ATM,19,Student,248,1,476.19,4,0.8965538777262464,0
133.73,Credit,Online,25,Student,123,1,1872.22,6,0.07142857104705339,0
222.39,Debit,Online,49,Engineer,73,1,3117.39,9,0.07133852334376345,0
215.94,Credit,Online,22,Student,140,1,1841.69,9,0.1172510025180622,0
6.3,Debit,Branch,80,Retired,283,5,7697.68,5,0.0008184284085355219,1
826.23,Debit,ATM,29,Doctor,209,1,7580.59,6,0.10899283550621676,0
416.37,Debit,Online,35,Engineer,67,1,7936.91,7,0.052459962312209715,0
131.46,Debit,Branch,67,Retired,258,1,6642.33,4,0.019791247920848187,0
202.86,Credit,Branch,61,Doctor,149,1,7642.25,6,0.026544538550106925,0
268.39,Debit,ATM,26,Student,171,1,136.74,7,1.9627759278356054,0
194.85,Debit,Online,23,Student,130,4,319.84,5,0.6092108363803516,0
137.35,Credit,Online,40,Doctor,220,1,12662.66,7,0.01084685207464557,0
712.75,Debit,Branch,44,Doctor,25,1,8126.06,7,0.08771163382043495,0
353.82,Debit,ATM,42,Doctor,143,1,705.75,9,0.5013389939590649,0
507.25,Debit,Branch,73,Retired,143,1,5331.57,5,0.09514083075878058,0
212.74,Debit,Branch,27,Engineer,128,1,7645.47,7,0.027825627426664907,0
364.42,Debit,ATM,51,Engineer,146,1,8119.73,6,0.04488080263151509,0
195.12,Debit,ATM,46,Doctor,144,1,6101.15,4,0.03198085601570056,0
230.61,Debit,Branch,80,Retired,204,1,2561.42,9,0.09003209122271204,0
739.28,Credit,Branch,58,Doctor,47,1,11905.64,8,0.06209493982507876,0
390.35,Credit,ATM,64,Doctor,61,1,7095.88,6,0.055010794919008225,0
242.03,Debit,Online,58,Engineer,124,1,4382.73,4,0.05522357057080047,0
242.39,Credit,ATM,18,Student,271,1,1328.73,3,0.18242231166284864,0
135.03,Debit,ATM,23,Student,180,1,1278.0,5,0.10565727616856592,0
83.5,Debit,Branch,61,Retired,91,5,1749.79,8,0.0477200118430211,0
193.54,Debit,Branch,80,Retired,267,1,2929.51,6,0.06606565580569564,0
617.36,Debit,Branch,29,Engineer,61,1,8926.38,7,0.06916129487075244,0
775.23,Credit,Online,59,Doctor,38,1,5977.59,5,0.1296893896542095,0
266.57,Debit,ATM,72,Retired,100,1,7676.92,5,0.03472356096621619,0
153.4,Debit,ATM,45,Engineer,144,1,4657.7,11,0.032934710194012694,0
946.94,Debit,Branch,53,Retired,251,1,5579.11,5,0.16972958022026888,0
5.12,Debit,Branch,34,Engineer,90,1,3293.01,7,0.001554808513928568,0
119.11,Debit,ATM,57,Engineer,131,1,7998.25,3,0.014892007608049252,0
1096.7,Debit,Online,24,Student,147,1,1093.89,5,1.0025688048837744,0
119.72,Debit,Branch,30,Engineer,123,1,3435.34,10,0.03484953444244373,0
107.4,Debit,Online,58,Doctor,32,1,344.07,5,0.31214577521592196,0
115.92,Debit,ATM,53,Retired,57,1,3897.17,5,0.029744660792973717,0
438.04,Debit,ATM,67,Retired,247,1,5358.95,6,0.08173989292353934,0
677.29,Debit,Online,27,Engineer,287,1,627.79,8,1.0788480052430272,0
296.0,Debit,Branch,35,Doctor,248,1,7418.82,6,0.03989852828361043,0
299.09,Credit,Branch,36,Engineer,84,1,5615.26,4,0.053263784663107695,0
461.52,Credit,Branch,24,Student,44,1,1995.18,7,0.23131747395564572,0
100.52,Debit,ATM,50,Engineer,110,1,453.39,7,0.22170757578006628,0
85.35,Debit,ATM,66,Retired,166,1,2173.76,8,0.039263763988371454,0
79.76,Debit,Branch,39,Engineer,170,1,6452.14,6,0.01236179002259438,0
778.49,Credit,Online,75,Retired,107,1,7713.67,7,0.10092342542405441,0
386.38,Debit,Online,42,Engineer,135,1,5528.36,6,0.06989052798679803,0
165.25,Debit,Online,35,Doctor,106,1,9939.94,6,0.016624848825420625,0
14.29,Debit,ATM,34,Engineer,150,1,7016.99,5,0.0020364857267339905,0
232.79,Credit,Branch,55,Retired,145,1,2661.3,4,0.0874722876508763,0
1237.56,Credit,Branch,60,Engineer,159,1,9410.17,5,0.13151303309981324,0
92.29,Debit,Branch,54,Engineer,115,1,2026.32,2,0.04554561942069556,0
293.97,Debit,Branch,68,Retired,153,1,7371.85,8,0.03987737129773752,0
136.32,Debit,Online,19,Student,113,1,264.83,4,0.5147452888741726,0
251.06,Debit,Online,36,Doctor,34,1,10001.66,5,0.025101833070608447,0
50.17,Credit,ATM,77,Retired,35,1,7752.14,11,0.006471761337550971,0
21.4,Debit,Branch,34,Engineer,258,1,9594.11,6,0.002230535190621605,0
73.28,Debit,Branch,21,Student,21,1,1329.41,4,0.055122196650226815,0
70.23,Debit,ATM,38,Doctor,260,1,11624.93,9,0.0060413266952649815,0
689.29,Debit,ATM,22,Student,100,1,168.84,7,4.082503904139783,1
745.03,Debit,Online,28,Student,231,1,160.57,8,4.639907539396678,1
54.61,Debit,ATM,58,Engineer,160,1,7135.64,6,0.007653132714580426,0
54.05,Debit,Branch,27,Student,146,1,469.14,5,0.11521080881590125,0
107.47,Debit,Online,67,Retired,144,1,7517.5,7,0.014295976036852709,0
611.11,Debit,ATM,20,Student,282,4,919.84,6,0.6643655346107418,1
219.63,Debit,ATM,48,Doctor,44,1,8013.63,3,0.02740705519545193,0
188.7,Debit,Branch,54,Retired,123,1,5077.06,7,0.03716717935740925,0
93.52,Debit,Online,51,Engineer,97,1,2791.2,4,0.03350530225886607,0
275.92,Credit,Branch,62,Retired,107,1,1777.38,8,0.15523973401726285,0
376.79,Debit,Branch,68,Retired,265,1,7749.14,7,0.04862346008896025,0
8.98,Debit,Online,66,Retired,56,1,4516.76,5,0.0019881507939581676,0
697.32,Debit,Online,68,Retired,91,1,2016.02,7,0.34588942398443756,0
17.45,Debit,ATM,18,Student,88,1,1959.52,3,0.00890524205466011,0
302.16,Debit,Online,80,Retired,138,5,3876.61,5,0.07794438935579182,1
442.74,Debit,Branch,23,Student,136,1,1790.27,8,0.24730347798207267,0
623.9,Debit,ATM,27,Student,249,1,711.47,9,0.876916793724025,0
445.41,Debit,ATM,35,Doctor,235,3,12154.66,10,0.03664520436059487,0
63.41,Debit,ATM,26,Student,36,1,1546.22,5,0.04100968787747094,0
346.85,Debit,ATM,44,Doctor,88,1,7208.15,7,0.04811914284786091,0
71.95,Credit,Online,59,Engineer,53,1,9267.32,5,0.007763841102105203,0
7.5,Debit,Online,63,Retired,36,1,6485.78,2,0.0011563759468307961,0
206.46,Debit,ATM,65,Retired,279,1,3984.38,7,0.051817346608964636,0
423.11,Debit,ATM,60,Engineer,47,1,412.78,6,1.025025412446693,0
35.84,Credit,Online,54,Retired,172,1,4795.65,8,0.0074734394556036435,0
88.6,Credit,Branch,28,Student,105,1,246.57,10,0.35932999313257924,0
1431.3,Debit,ATM,18,Student,168,1,1058.13,8,1.3526693189620431,1
53.81,Credit,ATM,55,Engineer,37,2,2564.62,9,0.020981665818009428,0
22.46,Debit,Online,54,Retired,78,1,6631.5,9,0.003386865711548118,0
334.89,Debit,Online,21,Student,260,1,1661.68,3,0.2015369974872599,0
319.27,Credit,Online,54,Retired,59,1,5504.01,2,0.05800679857411814,0
144.3,Debit,ATM,18,Student,88,1,312.19,6,0.4622185059669271,0
348.7,Credit,Branch,69,Retired,149,1,2445.58,5,0.14258376277781235,0
366.21,Debit,ATM,62,Doctor,181,1,10862.99,5,0.03371171285832748,0
99.11,Debit,Online,55,Retired,12,1,5414.87,6,0.018303301799852442,0
539.35,Debit,ATM,55,Retired,127,1,3919.44,9,0.13760894378378302,0
188.99,Debit,Branch,58,Engineer,92,1,7315.34,5,0.025834752689779625,0
1416.69,Debit,ATM,46,Engineer,58,1,3740.73,5,0.3787201953128929,0
710.14,Debit,ATM,26,Student,227,1,465.63,7,1.5251164760621851,0
308.68,Debit,Online,53,Doctor,170,1,9992.36,4,0.030891601152388825,0
166.68,Debit,ATM,57,Retired,139,1,5141.19,3,0.032420509585484085,0
0.99,Debit,ATM,45,Engineer,133,1,4317.85,6,0.00022928077578127822,0
505.19,Debit,ATM,30,Doctor,128,5,5326.68,5,0.09484143951797097,1
66.58,Debit,Branch,23,Student,79,1,1636.32,6,0.0406888625654587,0
223.43,Debit,Branch,77,Retired,178,1,7932.41,5,0.02816672357055835,0
659.95,Debit,Online,60,Engineer,114,1,3927.69,8,0.1680249709930647,0
634.86,Debit,ATM,27,Student,45,1,588.5,7,1.0787765322212994,0
286.5,Credit,Branch,30,Engineer,60,1,8517.95,7,0.03363485341703713,0
322.96,Credit,Branch,76,Retired,168,1,2401.59,5,0.134477574713096,0
654.48,Debit,Branch,19,Student,114,1,6776.41,3,0.09658211339546735,0
157.97,Debit,Branch,48,Doctor,140,1,5529.92,5,0.028566416822365576,0
120.9,Debit,Branch,40,Doctor,52,1,9009.42,3,0.013419287797195284,0
254.77,Debit,Branch,57,Engineer,57,1,5994.87,8,0.042498002387878306,0
795.96,Debit,Online,65,Retired,119,1,5468.58,5,0.14555149573463042,0
149.25,Debit,ATM,39,Engineer,142,1,5677.52,6,0.026287886213896407,0
3.42,Credit,Online,43,Doctor,158,1,14180.21,3,0.00024118119531291767,0
68.19,Credit,Online,40,Doctor,189,1,9895.1,8,0.00689128962123547,0
493.42,Debit,Branch,39,Engineer,111,1,2232.84,6,0.22098314155522497,0
37.57,Debit,ATM,57,Retired,42,1,7739.54,1,0.0048542936597597616,0
127.0,Credit,Branch,19,Student,68,5,431.16,5,0.2945542189777758,1
96.89,Debit,ATM,59,Retired,53,1,6044.93,4,0.016028307993594122,0
448.33,Debit,ATM,25,Student,161,1,922.19,5,0.4861579448252752,0
1116.48,Debit,ATM,51,Engineer,55,1,447.53,7,2.4947600720675696,1
8.65,Debit,Online,48,Doctor,273,1,10778.35,6,0.0008025347100413934,0
65.57,Debit,Online,41,Engineer,82,1,7513.79,1,0.008726621307320777,0
539.81,Debit,Online,46,Engineer,177,1,2051.25,2,0.26316148561530045,0
363.53,Debit,ATM,63,Retired,142,1,1038.91,11,0.34991481119716994,0
64.9,Credit,Branch,51,Retired,72,1,6854.61,8,0.009468080591794312,0
358.18,Debit,ATM,18,Student,157,1,619.86,6,0.5778401481328018,0
167.2,Debit,Branch,30,Doctor,84,1,11320.83,7,0.014769235104873728,0
121.91,Debit,Branch,60,Doctor,133,1,14510.8,9,0.008401328659755956,0
137.57,Debit,Online,54,Engineer,70,1,5103.67,5,0.026955112640599584,0
534.62,Debit,Online,55,Doctor,45,1,13793.53,9,0.03875875135751417,0
463.92,Debit,Online,50,Engineer,199,1,2403.39,6,0.19302734806657534,0
320.14,Debit,Online,60,Retired,96,1,3075.97,4,0.10407773774101263,0
214.93,Debit,Online,28,Student,52,1,7835.4,6,0.02743063528673631,0
660.02,Debit,Branch,20,Student,84,1,414.43,3,1.5925970225949613,0
345.81,Debit,Branch,40,Engineer,135,1,6116.8,4,0.056534462371608585,0
143.54,Debit,ATM,71,Retired,80,1,6067.62,1,0.023656722036553505,0
42.55,Debit,Branch,53,Engineer,29,1,7341.43,9,0.0057958735480745935,0
1063.25,Credit,Online,21,Student,128,1,1240.71,9,0.8569689866530535,1
541.79,Debit,ATM,22,Student,125,1,1454.08,6,0.3725998543917814,0
40.57,Debit,Branch,26,Student,63,1,1476.91,6,0.02746951386699586,0
120.24,Debit,Branch,18,Student,131,2,1943.13,6,0.061879544539585385,0
498.67,Debit,Online,28,Student,244,1,1719.97,4,0.2899294738284419,0
227.22,Debit,ATM,53,Doctor,220,1,832.82,4,0.27283206127576115,0
1182.86,Debit,Online,30,Engineer,34,1,7696.16,4,0.15369482942961837,0
56.94,Credit,Online,76,Retired,74,1,7004.63,6,0.00812890900999923,0
629.82,Debit,ATM,68,Retired,159,1,6385.69,6,0.09862990514943586,0
59.44,Debit,Online,35,Engineer,176,1,5472.03,6,0.010862513526310139,0
186.69,Debit,Branch,30,Engineer,54,1,8602.22,7,0.021702537226782698,0
230.46,Debit,Online,19,Student,179,1,162.53,9,1.4179535213220007,0
65.09,Credit,Online,44,Engineer,159,1,9370.9,4,0.006945971030588342,0
457.09,Credit,Online,55,Engineer,63,1,8570.82,3,0.053330953102117475,0
552.02,Credit,ATM,44,Engineer,100,1,522.08,6,1.057347512692547,0
377.12,Debit,ATM,34,Engineer,61,1,836.67,5,0.45073923469540883,0
204.56,Credit,Branch,18,Student,179,1,364.72,5,0.5608685961595581,0
420.28,Debit,Branch,35,Doctor,144,1,8557.32,9,0.04911350744261812,0
97.09,Debit,ATM,24,Student,202,4,1579.57,11,0.06146609481399309,1
124.59,Debit,Branch,27,Student,171,1,129.29,7,0.9636475393574493,0
73.88,Debit,Online,39,Doctor,34,1,6474.41,11,0.011411078366351407,0
77.43,Debit,Online,21,Student,169,1,1380.21,8,0.05610015826504548,0
106.16,Debit,ATM,56,Doctor,277,4,7487.79,8,0.014177748021542072,1
245.93,Debit,Branch,54,Engineer,172,1,7986.63,7,0.030792712281910252,0
622.41,Debit,ATM,64,Doctor,125,1,7322.01,7,0.08500534677635602,0
43.73,Debit,ATM,34,Doctor,145,1,9929.43,9,0.00440407958522888,0
1282.86,Debit,Branch,19,Student,68,1,1830.98,3,0.7006411828603196,0
2.03,Credit,ATM,33,Engineer,28,1,3012.31,6,0.0006739014222510251,0
770.65,Debit,Online,31,Doctor,137,1,7198.8,4,0.10705256416756603,0
260.31,Debit,Branch,63,Doctor,113,1,10980.38,7,0.0237068297966857,0
356.1,Credit,Branch,26,Student,187,1,868.35,9,0.41008809339450575,0
27.07,Credit,Branch,80,Retired,39,1,3773.29,7,0.007174110637734946,0
119.89,Debit,ATM,67,Doctor,60,1,6697.77,6,0.017899987581090442,0
106.39,Debit,Online,37,Doctor,281,1,9410.99,5,0.01130486801993747,0
12.04,Debit,Online,37,Engineer,58,1,6213.32,2,0.0019377723955344768,0
365.7,Debit,Branch,21,Student,115,2,368.78,4,0.9916481102107461,0
29.38,Credit,Branch,28,Student,63,1,1663.31,7,0.01766357433272466,0
319.85,Debit,ATM,60,Doctor,148,1,711.66,5,0.44944214302557206,0
350.14,Credit,Online,75,Retired,38,1,2403.25,2,0.14569437159806772,0
163.94,Credit,Branch,52,Retired,73,1,5957.37,7,0.02751885475047067,0
170.53,Debit,Branch,24,Student,58,1,801.01,12,0.21289371901856757,0
262.22,Credit,ATM,40,Engineer,136,1,5711.71,5,0.04590919348862391,0
41.49,Debit,Online,24,Student,13,1,928.33,7,0.044693158201359884,0
121.43,Credit,Branch,52,Engineer,243,1,7365.28,6,0.01648681378510143,0
350.46,Debit,Branch,51,Retired,165,1,5839.38,3,0.06001664550000745,0
220.41,Credit,Online,26,Engineer,155,1,5116.98,5,0.04307423510923585,0
33.46,Debit,ATM,72,Retired,111,1,3641.07,8,0.009189606326740199,0
104.79,Debit,ATM,70,Doctor,223,1,1352.19,9,0.07749650509546362,0
246.27,Debit,Online,29,Doctor,141,1,7299.86,8,0.03373626338897422,0
48.85,Debit,ATM,19,Student,176,1,1503.56,4,0.03248955789932189,0
332.0,Debit,ATM,69,Retired,17,1,5943.13,4,0.055862819665962515,0
118.1,Debit,Online,54,Engineer,167,1,895.66,6,0.1318580696708788,0
84.59,Credit,Branch,67,Doctor,10,1,5669.1,4,0.014921239676630789,0
295.64,Debit,Online,21,Student,82,1,1061.96,8,0.2783908972240866,0
514.33,Debit,Branch,25,Student,160,1,1592.94,4,0.3228809602189602,0
992.17,Debit,ATM,43,Doctor,169,1,6215.96,7,0.1596165352421564,0
94.59,Debit,Online,39,Doctor,34,1,6171.89,12,0.01532593741086452,0
80.43,Debit,Branch,59,Retired,157,1,5987.67,7,0.013432603978788739,0
54.25,Debit,Online,68,Doctor,37,1,14783.33,3,0.0036696738801950076,0
178.88,Credit,Branch,76,Retired,93,4,4708.29,6,0.03799256197474548,1
518.85,Debit,Online,22,Student,82,1,1806.0,8,0.2872923572132206,0
10.65,Debit,Online,54,Doctor,161,1,13240.72,5,0.0008043369236685491,0
198.62,Credit,Branch,27,Student,84,1,1196.07,5,0.16606051346442507,0
107.03,Debit,Branch,27,Student,73,1,1408.07,6,0.07601184546214432,0
139.57,Debit,ATM,19,Student,263,3,271.78,7,0.5135403446338824,0
312.47,Debit,ATM,49,Engineer,148,4,9419.27,4,0.03317348368485723,0
346.11,Debit,Branch,41,Engineer,213,1,9551.64,6,0.03623566211013433,0
138.06,Debit,Branch,44,Engineer,159,1,1070.47,7,0.12897138519555537,0
158.02,Debit,ATM,49,Engineer,120,1,9374.24,5,0.016856833175962177,0
830.01,Credit,Online,66,Retired,96,1,4253.18,8,0.19515045167345269,0
435.5,Debit,ATM,55,Retired,112,1,6981.03,4,0.06238334448873112,0
110.49,Debit,Online,57,Doctor,48,1,10483.93,4,0.010538986801190978,0
329.4,Debit,Online,34,Doctor,68,1,9588.07,5,0.0343551934494062,0
635.4,Debit,ATM,47,Doctor,106,1,1238.11,5,0.5132015692208158,0
769.97,Debit,Branch,22,Student,23,1,1244.93,6,0.6184845684618046,0
175.07,Debit,Branch,26,Student,169,1,1040.25,7,0.16829608105459187,0
7.31,Debit,Branch,78,Retired,282,1,5757.67,4,0.0012696107952181858,0
175.15,Debit,ATM,27,Student,32,1,1712.65,11,0.10226841384831452,0
32.54,Debit,Online,25,Student,183,4,1544.88,7,0.021063124507643798,0
121.82,Debit,Online,60,Doctor,119,1,13293.83,4,0.009163649595967716,0
56.12,Debit,ATM,30,Doctor,102,1,8839.67,4,0.006348653279648841,0
424.7,Credit,Online,56,Retired,178,1,6239.89,6,0.06806209713943338,0
35.16,Debit,Branch,32,Engineer,130,1,8459.18,9,0.004156431233102462,0
35.73,Debit,Branch,65,Doctor,87,1,9073.17,6,0.00393798418420686,0
3.44,Debit,ATM,78,Retired,108,1,7561.33,2,0.00045494641755491904,0
1342.25,Credit,Branch,21,Student,235,1,694.03,4,1.9339941798770346,1
139.03,Credit,Online,50,Engineer,81,1,2276.57,6,0.06106994267222205,0
254.92,Credit,ATM,28,Engineer,169,1,2791.12,6,0.09133251135267378,0
115.11,Debit,Online,28,Engineer,139,1,9808.97,8,0.011735177075946632,0
171.11,Debit,ATM,57,Retired,171,1,6324.09,7,0.027056857149318155,0
168.54,Debit,ATM,70,Doctor,142,2,13406.0,9,0.0125719826849381,0
420.76,Debit,Branch,51,Retired,76,1,6581.55,6,0.06393022910419244,0
408.46,Debit,Branch,64,Retired,28,1,3140.79,10,0.13005008252684808,0
1162.42,Credit,Online,30,Doctor,45,1,10357.26,5,0.11223238567706867,1
342.17,Credit,Branch,21,Student,247,1,461.83,4,0.7409003152480282,0
580.71,Debit,ATM,53,Engineer,95,1,5670.0,7,0.10241798923735805,0
821.54,Credit,Branch,79,Retired,36,1,4040.32,7,0.20333537887262546,0
253.47,Debit,Branch,20,Student,238,1,220.51,4,1.1494716271610528,0
22.81,Debit,Online,62,Retired,75,1,3634.76,8,0.006275517485953631,0
266.57,Credit,Online,39,Engineer,96,1,7180.48,8,0.03712425905075391,0
374.61,Credit,Online,75,Retired,37,1,1389.71,4,0.2695598342851398,0
339.35,Credit,ATM,78,Retired,70,1,5002.7,8,0.06783336984461717,0
810.36,Debit,ATM,20,Student,67,1,9239.12,2,0.08770965190655641,0
9.83,Debit,ATM,24,Student,86,1,666.42,4,0.0147504574479989,0
135.57,Credit,Branch,51,Doctor,116,1,11351.64,5,0.01194276773052813,0
340.05,Debit,ATM,43,Engineer,37,1,7234.15,9,0.04700621351920238,0
283.45,Debit,Branch,27,Engineer,127,1,2049.51,6,0.13830134940399727,0
100.99,Debit,ATM,68,Doctor,114,1,8865.27,6,0.011391644009272539,0
90.88,Debit,Branch,18,Student,176,1,3908.47,6,0.023252065326708236,0
655.15,Debit,ATM,26,Engineer,264,1,5587.44,5,0.1172540553146807,0
320.55,Debit,Online,50,Engineer,118,1,438.75,7,0.7305982739464781,0
41.51,Debit,Online,28,Student,48,1,609.6,7,0.06809383090397259,0
71.53,Credit,Branch,68,Retired,39,1,2393.73,5,0.02988223387816406,0
467.13,Credit,Branch,54,Retired,45,1,3914.84,9,0.11932288389992213,0
235.4,Debit,Branch,28,Student,70,1,818.36,9,0.28764846415210343,0
159.32,Debit,Branch,18,Student,100,1,304.44,8,0.5233214911535445,0
50.83,Credit,Online,30,Doctor,48,1,9553.42,8,0.005320607693034947,0
56.89,Credit,Branch,59,Engineer,56,1,3034.67,6,0.018746684091691404,0
20.22,Debit,ATM,43,Engineer,138,1,5515.32,5,0.003666151730695315,0
50.4,Debit,Branch,36,Doctor,84,1,1677.01,4,0.030053487873933443,0
73.88,Debit,Branch,53,Retired,131,1,4055.55,5,0.01821701121126108,0
119.61,Debit,ATM,33,Doctor,53,1,9899.94,8,0.012081891393198452,0
1241.05,Debit,Branch,18,Student,129,1,756.74,4,1.6399952210799584,1
116.58,Debit,Branch,43,Engineer,247,1,2620.74,6,0.044483618960737735,0
1919.11,Debit,ATM,30,Doctor,161,1,11090.24,6,0.17304494747359395,1
391.96,Debit,ATM,64,Retired,79,1,2174.16,3,0.18028111923556167,0
156.26,Credit,Branch,46,Engineer,160,1,7854.1,7,0.019895341261385337,0
427.0,Credit,Branch,49,Engineer,163,1,8253.65,9,0.051734687015157314,0
443.68,Debit,ATM,18,Student,137,1,874.15,8,0.5075559056505645,0
101.76,Debit,Branch,31,Doctor,26,1,6043.25,9,0.01683862157475097,0
67.57,Debit,Branch,37,Engineer,107,1,2766.12,8,0.024427718159632558,0
326.29,Debit,Online,56,Engineer,179,1,8171.26,11,0.039931418116751376,0
158.56,Debit,ATM,33,Doctor,100,1,5401.21,4,0.0293563849038338,0
56.02,Debit,Online,27,Student,142,1,3548.02,5,0.015789087953875434,0
288.28,Debit,Online,27,Student,36,1,160.83,9,1.7924515455790866,0
245.67,Credit,Branch,24,Student,107,1,752.25,7,0.3265802548809537,0
152.18,Credit,Online,39,Engineer,176,4,2459.84,8,0.06186581215905988,0
114.35,Credit,Branch,41,Engineer,21,1,469.12,2,0.2437542581055112,0
373.27,Credit,Online,61,Doctor,79,1,8441.61,8,0.04421786834002297,0
504.63,Debit,Online,60,Engineer,168,1,3806.16,2,0.1325824449508627,0
126.22,Debit,ATM,46,Engineer,77,4,6133.41,6,0.02057909055390217,0
820.15,Debit,Branch,47,Doctor,181,1,8802.97,4,0.09316741952640141,0
986.81,Credit,Online,68,Doctor,127,1,14881.77,3,0.06630998861942498,1
8.37,Debit,ATM,63,Retired,135,1,1106.34,6,0.007565486129350054,0
197.49,Credit,Online,53,Retired,30,1,5005.33,9,0.03945593988916627,0
637.97,Debit,Branch,58,Retired,90,1,7949.03,4,0.08025759107682624,0
13.52,Debit,ATM,26,Student,65,1,259.77,6,0.05204603872479353,0
432.1,Debit,ATM,49,Engineer,240,1,2114.3,5,0.20437023977500712,0
375.17,Debit,ATM,51,Engineer,66,2,5495.3,8,0.0682710678793313,0
642.68,Debit,Branch,50,Doctor,94,1,8461.46,8,0.0759537951181548,0
78.44,Credit,Online,52,Retired,292,1,6870.84,3,0.011416362465991986,0
139.72,Debit,Branch,49,Engineer,201,1,5058.83,5,0.027619034386174208,0
499.99,Debit,Branch,31,Engineer,296,1,8885.0,8,0.0562734945905757,0
10.07,Debit,Online,24,Student,49,1,530.81,4,0.018971006217459993,0
120.62,Debit,ATM,23,Student,85,1,9379.53,9,0.012859919406558836,0
578.49,Debit,Branch,59,Retired,180,1,6475.13,4,0.0893402910994215,0
119.3,Debit,Branch,34,Engineer,22,5,319.04,8,0.3739342911881178,1
280.92,Debit,Online,41,Doctor,168,1,5298.85,7,0.05301527679965412,0
42.42,Debit,Online,21,Student,102,1,490.57,4,0.0864708382805545,0
77.03,Debit,ATM,67,Doctor,259,1,11310.27,7,0.006810624320364921,0
22.59,Debit,ATM,62,Retired,45,1,3988.75,4,0.00566342837815499,0
568.76,Debit,ATM,51,Retired,155,1,7484.32,2,0.07599354373410873,0
25.94,Credit,Online,58,Retired,211,5,4815.11,6,0.005387208173048575,1
105.94,Debit,Branch,51,Engineer,207,1,5963.1,8,0.017765927088651996,0
733.29,Debit,ATM,52,Doctor,94,5,10427.0,7,0.07032607646463405,1
350.15,Credit,ATM,21,Student,195,1,296.47,7,1.1810638114796164,0
1151.18,Debit,ATM,65,Doctor,105,1,1100.06,2,1.0464701830221064,1
